Donor_Age,Blood_Type,Recency (months),Frequency (times),Monetary (c.c. blood),Time (months),Donation_Location,Target
20.0,O-,22.0,6.0,9811,3,Clinic,0
57.0,O+,2.0,40.0,8288,32,Hospital,1
51.0,A+,21.0,37.0,2255,81,Mobile_Bus,1
43.0,O+,27.0,4.0,5616,29,Hospital,0
48.0,O+,14.0,55.0,9583,66,Clinic,1
51.0,B+,5.0,18.0,6156,28,Clinic,1
60.0,B-,7.0,43.0,1596,5,Clinic,0
20.0,A-,1.0,9.0,13304,16,Clinic,0
38.0,B+,24.0,39.0,12481,90,Mobile_Bus,0
23.0,A-,14.0,12.0,6372,18,Mobile_Bus,1
62.0,A+,6.0,53.0,256,51,Mobile_Bus,0
18.0,O-,15.0,51.0,8417,75,Mobile_Bus,1
49.0,O+,6.0,53.0,11242,60,Mobile_Bus,0
28.0,AB-,18.0,,3888,11,Clinic,1
57.0,O-,10.0,12.0,5250,56,Mobile_Bus,0
25.0,A+,24.0,1.0,10741,94,Hospital,1
25.0,B-,15.0,3.0,9234,80,Clinic,0
44.0,A-,,29.0,5537,18,Mobile_Bus,1
49.0,A-,29.0,47.0,1161,4,Clinic,0
56.0,B+,9.0,7.0,577,57,Hospital,1
55.0,AB+,5.0,38.0,13633,16,Clinic,1
55.0,B+,20.0,35.0,13893,43,Clinic,0
,A+,20.0,10.0,10194,84,Clinic,1
56.0,A+,29.0,5.0,3598,9,Clinic,0
49.0,A+,12.0,46.0,7248,64,Mobile_Bus,1
31.0,AB-,,55.0,14091,83,Clinic,0
,O-,27.0,25.0,4647,47,Mobile_Bus,1
41.0,B+,24.0,53.0,999999,40,Hospital,1
37.0,AB-,2.0,6.0,4310,13,Clinic,0
28.0,A+,18.0,2.0,3718,44,Clinic,1
59.0,B-,12.0,9.0,11610,2,Mobile_Bus,0
42.0,O-,11.0,7.0,10169,93,Mobile_Bus,1
,B+,19.0,10.0,1409,33,Mobile_Bus,0
61.0,AB+,1.0,12.0,1441,61,Hospital,1
33.0,O-,13.0,8.0,10428,92,Clinic,0
43.0,A+,6.0,6.0,8675,40,Hospital,1
48.0,A+,9.0,52.0,10115,82,Mobile_Bus,0
36.0,A-,24.0,42.0,7391,32,Hospital,0
56.0,A+,9.0,57.0,3835,1,Hospital,0
35.0,O-,26.0,39.0,9692,56,Mobile_Bus,1
50.0,AB+,18.0,6.0,14297,37,Clinic,0
37.0,A-,19.0,56.0,11021,64,Clinic,1
48.0,A+,22.0,38.0,3568,39,Mobile_Bus,0
22.0,B-,10.0,53.0,12146,93,Hospital,0
29.0,B-,23.0,43.0,9724,5,Clinic,0
35.0,O-,11.0,22.0,9893,85,Mobile_Bus,0
50.0,A+,12.0,45.0,5363,46,Hospital,1
50.0,O+,18.0,,7165,21,Mobile_Bus,1
23.0,O+,1.0,,10866,64,Mobile_Bus,0
38.0,B+,19.0,,858,28,Mobile_Bus,1
51.0,B-,20.0,46.0,11627,93,Hospital,0
43.0,B+,24.0,42.0,2983,52,Clinic,0
44.0,AB+,14.0,59.0,9026,37,Hospital,1
47.0,A-,24.0,49.0,13407,99,Clinic,0
18.0,O-,11.0,35.0,11131,37,Hospital,0
46.0,AB-,4.0,59.0,1853,68,Clinic,0
62.0,AB+,14.0,31.0,6514,49,Hospital,0
56.0,O+,11.0,44.0,5245,90,Hospital,1
64.0,AB-,23.0,22.0,4332,31,Hospital,0
49.0,B+,24.0,12.0,11395,2,Hospital,1
53.0,AB-,24.0,6.0,3019,64,Hospital,1
49.0,A-,4.0,12.0,1505,3,Mobile_Bus,0
18.0,AB-,22.0,47.0,10982,11,Clinic,0
20.0,O-,8.0,59.0,11896,31,Hospital,1
40.0,AB-,16.0,40.0,4756,6,Mobile_Bus,0
44.0,AB+,6.0,,5724,44,Hospital,1
45.0,A+,1.0,26.0,13805,23,Mobile_Bus,0
30.0,A+,,7.0,1940,67,Mobile_Bus,1
41.0,AB+,2.0,42.0,14624,38,Hospital,0
39.0,A-,22.0,23.0,1359,7,Hospital,0
29.0,A+,10.0,19.0,5080,50,Hospital,0
36.0,A+,2.0,56.0,9895,82,Hospital,1
49.0,O+,19.0,6.0,999,55,Hospital,1
39.0,A+,1.0,,12462,33,Clinic,1
23.0,B+,26.0,47.0,14488,59,Mobile_Bus,0
60.0,O-,15.0,45.0,3669,96,Hospital,1
48.0,B-,24.0,5.0,12722,10,Hospital,1
58.0,A+,23.0,56.0,2366,91,Hospital,1
24.0,A-,7.0,47.0,7887,70,Mobile_Bus,1
45.0,O+,10.0,59.0,2272,38,Mobile_Bus,0
42.0,B+,4.0,6.0,9454,38,Mobile_Bus,1
20.0,A+,22.0,40.0,11692,55,Clinic,0
50.0,A-,13.0,31.0,6401,32,Mobile_Bus,0
21.0,B+,16.0,48.0,3369,88,Clinic,1
26.0,B-,21.0,1.0,7818,21,Mobile_Bus,1
19.0,A-,17.0,41.0,7043,69,Mobile_Bus,1
33.0,O+,28.0,45.0,6586,46,Clinic,1
43.0,B+,20.0,56.0,14921,1,Hospital,1
57.0,B+,23.0,4.0,6961,65,Clinic,0
33.0,AB+,8.0,5.0,13399,82,Hospital,1
52.0,A+,,6.0,2378,7,Hospital,1
34.0,B-,6.0,32.0,3748,76,Mobile_Bus,1
52.0,AB-,11.0,41.0,6371,6,Hospital,0
32.0,O-,8.0,28.0,13993,54,Hospital,1
61.0,A-,4.0,30.0,1191,12,Clinic,0
64.0,AB+,27.0,27.0,3563,5,Hospital,1
39.0,O+,19.0,6.0,14400,88,Clinic,0
31.0,O+,2.0,33.0,10415,96,Hospital,0
57.0,A-,17.0,15.0,786,60,Mobile_Bus,0
53.0,B-,16.0,48.0,6761,17,Clinic,1
26.0,A+,19.0,2.0,14157,29,Clinic,1
32.0,B+,,57.0,14041,25,Mobile_Bus,1
61.0,B-,4.0,13.0,6078,62,Mobile_Bus,0
57.0,B-,4.0,4.0,9382,62,Clinic,1
25.0,A-,4.0,31.0,11868,1,Mobile_Bus,0
39.0,A-,13.0,8.0,14683,88,Hospital,1
38.0,AB+,18.0,31.0,12178,41,Mobile_Bus,1
45.0,A+,6.0,37.0,5439,66,Mobile_Bus,0
62.0,O+,29.0,39.0,8133,26,Clinic,0
61.0,AB+,10.0,32.0,9627,94,Mobile_Bus,0
,AB-,16.0,43.0,12061,15,Hospital,0
64.0,B+,24.0,21.0,14628,47,Clinic,1
36.0,A-,27.0,13.0,10256,54,Mobile_Bus,1
51.0,B-,5.0,15.0,1263,41,Hospital,1
18.0,B+,11.0,36.0,3823,90,Hospital,1
19.0,AB-,18.0,57.0,5830,91,Hospital,1
19.0,AB+,,48.0,5958,56,Clinic,0
18.0,AB-,11.0,35.0,7635,53,Clinic,1
20.0,A+,9.0,21.0,3019,99,Clinic,1
27.0,B-,9.0,9.0,594,52,Mobile_Bus,0
23.0,B+,20.0,46.0,14344,18,Hospital,0
53.0,A-,18.0,8.0,4525,52,Clinic,0
19.0,A-,,58.0,5628,67,Hospital,0
22.0,AB-,2.0,,9404,97,Mobile_Bus,0
,AB+,17.0,53.0,13443,72,Mobile_Bus,1
64.0,A+,12.0,39.0,2070,84,Mobile_Bus,0
35.0,AB+,23.0,,3114,56,Clinic,0
44.0,A-,15.0,8.0,2387,73,Clinic,1
37.0,AB+,13.0,,480,95,Hospital,0
58.0,A-,22.0,33.0,5631,40,Mobile_Bus,0
,A-,15.0,27.0,4999,31,Clinic,0
60.0,O+,15.0,58.0,999,83,Hospital,0
45.0,AB-,18.0,25.0,460,86,Clinic,1
57.0,B+,5.0,29.0,11561,59,Mobile_Bus,0
,A-,17.0,54.0,3826,93,Hospital,1
34.0,AB-,17.0,14.0,9336,17,Clinic,0
44.0,O-,15.0,55.0,2878,13,Hospital,0
41.0,AB+,8.0,24.0,4099,14,Clinic,1
43.0,B-,14.0,31.0,574,87,Clinic,1
31.0,O-,25.0,58.0,6483,13,Clinic,0
35.0,A-,11.0,13.0,8637,41,Clinic,0
,O+,29.0,19.0,1662,92,Hospital,1
59.0,O+,13.0,28.0,9276,55,Hospital,1
44.0,AB-,3.0,49.0,3460,72,Hospital,0
32.0,AB+,1.0,52.0,12236,34,Mobile_Bus,1
18.0,B-,15.0,33.0,9193,62,Hospital,0
42.0,AB-,10.0,7.0,9086,80,Hospital,1
29.0,O-,5.0,40.0,400,26,Hospital,0
49.0,AB-,,46.0,12126,64,Hospital,1
28.0,B-,27.0,45.0,8009,11,Clinic,0
,B+,27.0,59.0,3123,39,Mobile_Bus,0
26.0,AB+,3.0,9.0,2116,22,Clinic,1
54.0,O+,9.0,50.0,4018,32,Clinic,1
26.0,AB+,14.0,26.0,2846,29,Mobile_Bus,0
40.0,A+,29.0,51.0,2298,11,Mobile_Bus,0
23.0,O-,17.0,11.0,11856,81,Mobile_Bus,0
59.0,B+,23.0,25.0,4995,91,Hospital,0
27.0,B-,2.0,19.0,4863,91,Mobile_Bus,1
47.0,O-,2.0,54.0,1287,59,Mobile_Bus,1
32.0,O-,29.0,8.0,13393,89,Hospital,1
55.0,AB+,19.0,11.0,3981,75,Mobile_Bus,0
49.0,B+,24.0,27.0,9161,58,Mobile_Bus,0
25.0,AB-,17.0,8.0,1622,41,Clinic,1
24.0,A+,3.0,26.0,8098,66,Clinic,0
42.0,AB+,1.0,34.0,6716,84,Hospital,0
39.0,O+,25.0,53.0,10719,25,Hospital,1
39.0,A-,21.0,43.0,13927,78,Mobile_Bus,1
24.0,B-,23.0,6.0,7344,38,Mobile_Bus,1
41.0,B+,27.0,43.0,877,90,Hospital,0
20.0,A-,,,5350,96,Clinic,1
22.0,A-,12.0,2.0,2908,58,Hospital,0
30.0,AB+,29.0,9.0,2164,3,Hospital,1
37.0,B-,21.0,12.0,11304,91,Mobile_Bus,1
57.0,AB-,9.0,,13996,98,Clinic,0
49.0,AB-,19.0,37.0,14192,18,Mobile_Bus,0
21.0,A-,5.0,33.0,4487,60,Clinic,0
43.0,A+,,58.0,8321,5,Clinic,1
46.0,B-,16.0,14.0,8888,53,Mobile_Bus,1
31.0,AB+,14.0,22.0,14733,27,Hospital,0
62.0,O+,2.0,23.0,12465,54,Mobile_Bus,0
25.0,B+,6.0,31.0,13321,99,Hospital,0
19.0,B-,16.0,14.0,7086,17,Mobile_Bus,0
49.0,O-,27.0,55.0,2935,96,Hospital,1
30.0,O-,20.0,30.0,9049,57,Hospital,1
21.0,B-,10.0,55.0,8712,14,Hospital,0
21.0,B+,29.0,10.0,7167,85,Clinic,1
45.0,AB+,8.0,43.0,1487,1,Clinic,0
33.0,A-,12.0,32.0,14001,85,Hospital,0
40.0,AB-,20.0,34.0,13416,24,Hospital,1
63.0,AB-,3.0,2.0,280,56,Clinic,1
33.0,AB-,4.0,54.0,7567,97,Clinic,0
52.0,A-,23.0,32.0,12211,25,Clinic,1
28.0,O-,21.0,54.0,6276,3,Hospital,1
24.0,A-,20.0,33.0,3333,61,Clinic,0
41.0,AB+,2.0,26.0,6987,14,Hospital,1
29.0,B-,16.0,57.0,11993,17,Hospital,1
52.0,AB+,29.0,44.0,9097,58,Mobile_Bus,0
36.0,AB+,15.0,52.0,13203,24,Clinic,0
60.0,A+,19.0,31.0,2911,75,Mobile_Bus,1
,O+,4.0,47.0,14985,34,Hospital,1
29.0,AB-,9.0,26.0,12913,80,Mobile_Bus,1
38.0,O-,14.0,35.0,3275,76,Hospital,1
46.0,A+,27.0,51.0,5339,59,Clinic,1
62.0,AB-,9.0,,3701,85,Clinic,1
60.0,B-,18.0,2.0,5339,48,Mobile_Bus,0
29.0,B-,28.0,13.0,4055,98,Hospital,1
24.0,A-,1.0,,12255,95,Hospital,1
30.0,AB-,29.0,28.0,9854,72,Clinic,1
21.0,A+,29.0,39.0,999999,47,Hospital,1
27.0,A-,11.0,58.0,11726,98,Mobile_Bus,1
31.0,B+,22.0,11.0,3200,87,Mobile_Bus,1
47.0,O-,12.0,44.0,5893,53,Hospital,0
22.0,A-,6.0,11.0,13247,79,Mobile_Bus,0
35.0,O-,13.0,53.0,11552,14,Clinic,1
24.0,O+,26.0,24.0,9641,73,Hospital,1
46.0,AB-,23.0,47.0,11251,62,Mobile_Bus,0
64.0,B-,25.0,22.0,4816,52,Hospital,0
53.0,B-,27.0,4.0,5734,19,Hospital,1
51.0,AB-,3.0,52.0,7045,99,Mobile_Bus,1
43.0,AB-,,10.0,7041,31,Hospital,0
41.0,AB+,15.0,26.0,7010,27,Mobile_Bus,1
63.0,O+,19.0,55.0,8216,41,Clinic,1
58.0,AB+,,22.0,7771,49,Mobile_Bus,0
38.0,AB-,15.0,53.0,5009,79,Clinic,0
50.0,O+,1.0,58.0,8389,35,Clinic,0
,O-,15.0,22.0,11627,27,Hospital,0
40.0,O-,23.0,25.0,3017,20,Hospital,0
64.0,A+,22.0,24.0,12233,14,Hospital,0
39.0,O-,17.0,48.0,8926,98,Mobile_Bus,1
24.0,A+,20.0,58.0,1031,55,Mobile_Bus,0
27.0,B+,11.0,48.0,6727,24,Hospital,1
27.0,B+,14.0,25.0,11148,41,Clinic,0
50.0,A-,11.0,33.0,2451,26,Hospital,1
39.0,B-,11.0,52.0,13042,59,Hospital,1
36.0,A-,8.0,9.0,8786,61,Clinic,1
60.0,AB+,16.0,18.0,5960,17,Mobile_Bus,1
64.0,A+,4.0,35.0,14280,63,Clinic,0
54.0,A-,4.0,41.0,13798,73,Mobile_Bus,0
57.0,A+,7.0,56.0,8608,30,Clinic,0
32.0,A+,26.0,32.0,769,63,Clinic,0
40.0,AB+,5.0,55.0,5600,80,Clinic,1
32.0,B+,,43.0,10359,29,Mobile_Bus,1
38.0,B+,23.0,52.0,12191,26,Clinic,0
48.0,AB+,3.0,57.0,992,25,Hospital,1
26.0,B+,20.0,53.0,927,27,Hospital,0
,A+,18.0,9.0,1992,78,Hospital,1
54.0,O+,19.0,15.0,8226,41,Mobile_Bus,0
46.0,A+,14.0,17.0,3140,73,Mobile_Bus,1
,AB+,26.0,57.0,5203,42,Mobile_Bus,1
32.0,B+,27.0,18.0,5382,11,Hospital,1
22.0,O-,5.0,57.0,2089,12,Clinic,1
34.0,B+,17.0,49.0,13948,14,Clinic,1
29.0,AB+,9.0,35.0,10607,8,Clinic,0
57.0,AB+,12.0,31.0,9954,98,Mobile_Bus,1
45.0,B+,24.0,32.0,11250,5,Hospital,0
44.0,O+,6.0,42.0,2416,88,Hospital,0
52.0,AB-,21.0,59.0,4326,84,Clinic,1
43.0,B-,6.0,6.0,5240,34,Hospital,0
51.0,AB-,26.0,28.0,13714,71,Clinic,0
59.0,A-,5.0,13.0,7109,90,Hospital,0
61.0,B-,4.0,57.0,14802,41,Mobile_Bus,0
24.0,A+,29.0,35.0,7032,71,Clinic,1
38.0,A-,,50.0,13330,4,Hospital,0
59.0,B-,22.0,36.0,6918,56,Clinic,1
150.0,O+,23.0,48.0,9768,40,Mobile_Bus,1
29.0,AB+,16.0,34.0,2869,16,Clinic,0
19.0,AB-,14.0,53.0,9269,99,Hospital,0
62.0,A-,,5.0,2013,45,Hospital,1
45.0,O-,12.0,,14865,95,Hospital,0
57.0,A-,22.0,5.0,5902,27,Hospital,0
64.0,AB+,22.0,18.0,12739,46,Mobile_Bus,1
42.0,O-,1.0,58.0,541,25,Hospital,1
47.0,B-,18.0,39.0,11769,49,Mobile_Bus,0
61.0,B+,14.0,,14576,28,Hospital,1
45.0,AB-,18.0,33.0,4171,54,Mobile_Bus,1
38.0,A-,4.0,53.0,2609,49,Hospital,1
31.0,O-,7.0,17.0,2846,40,Hospital,1
63.0,O+,23.0,22.0,10267,68,Clinic,1
36.0,O+,1.0,21.0,6603,66,Mobile_Bus,1
55.0,AB+,20.0,17.0,1140,19,Hospital,0
64.0,AB-,13.0,,8707,98,Mobile_Bus,1
22.0,AB+,2.0,30.0,13855,38,Hospital,0
20.0,A-,12.0,41.0,1623,72,Hospital,0
21.0,A+,19.0,,4951,22,Clinic,0
53.0,AB-,26.0,38.0,688,80,Clinic,1
30.0,B-,19.0,35.0,11260,7,Hospital,0
33.0,O-,26.0,8.0,837,25,Mobile_Bus,0
58.0,A+,17.0,57.0,1962,35,Mobile_Bus,0
27.0,B-,17.0,13.0,6996,99,Hospital,1
35.0,O-,2.0,15.0,7094,96,Mobile_Bus,0
27.0,A-,9.0,42.0,4513,94,Clinic,1
41.0,A+,,59.0,13631,82,Hospital,0
42.0,O+,17.0,15.0,13593,60,Hospital,1
25.0,AB-,22.0,53.0,7029,63,Mobile_Bus,0
29.0,O-,26.0,17.0,6428,20,Mobile_Bus,0
64.0,A-,27.0,28.0,10217,25,Mobile_Bus,1
20.0,A-,22.0,24.0,12705,18,Hospital,1
48.0,A+,27.0,41.0,8929,44,Clinic,1
36.0,AB-,2.0,56.0,14456,83,Mobile_Bus,0
31.0,O+,29.0,44.0,10778,50,Clinic,0
41.0,O-,3.0,5.0,10604,37,Hospital,1
29.0,B-,3.0,4.0,8611,7,Hospital,1
,A-,20.0,42.0,4098,75,Mobile_Bus,1
64.0,AB+,21.0,58.0,3898,9,Hospital,0
47.0,B+,8.0,52.0,12885,95,Mobile_Bus,0
52.0,O+,13.0,,9912,68,Hospital,0
54.0,B-,19.0,32.0,11244,17,Clinic,1
62.0,O-,19.0,15.0,9196,43,Hospital,1
,B+,2.0,44.0,2205,19,Hospital,1
61.0,O-,7.0,52.0,12598,96,Hospital,0
33.0,AB+,4.0,47.0,6599,38,Clinic,0
37.0,O-,18.0,19.0,8904,1,Mobile_Bus,0
46.0,B-,12.0,28.0,14818,11,Mobile_Bus,1
62.0,B+,29.0,11.0,6749,77,Hospital,1
27.0,O+,26.0,50.0,12901,14,Clinic,0
40.0,AB+,9.0,41.0,13967,11,Mobile_Bus,1
50.0,AB+,8.0,5.0,3563,36,Mobile_Bus,0
21.0,AB-,9.0,25.0,13533,19,Mobile_Bus,0
,AB+,17.0,,355,46,Hospital,1
42.0,A-,8.0,23.0,11249,20,Clinic,0
39.0,B-,24.0,8.0,14670,9,Hospital,1
45.0,AB-,26.0,30.0,14940,94,Hospital,1
20.0,B+,26.0,47.0,8164,87,Mobile_Bus,1
58.0,B+,15.0,59.0,13761,85,Mobile_Bus,0
38.0,B-,20.0,8.0,9740,57,Clinic,1
54.0,AB-,11.0,59.0,6611,63,Mobile_Bus,1
18.0,AB+,,52.0,11874,21,Mobile_Bus,1
34.0,B+,14.0,26.0,1819,49,Hospital,1
52.0,O+,15.0,57.0,9213,46,Clinic,1
41.0,A+,11.0,36.0,6766,73,Mobile_Bus,0
36.0,B-,22.0,46.0,9073,26,Hospital,0
35.0,AB+,12.0,5.0,12654,25,Mobile_Bus,1
38.0,O-,7.0,49.0,8564,27,Mobile_Bus,1
64.0,O+,7.0,38.0,13241,65,Clinic,0
41.0,A+,,4.0,542,18,Clinic,1
46.0,B-,5.0,40.0,8494,73,Hospital,1
42.0,O+,1.0,39.0,14836,55,Clinic,0
50.0,O-,16.0,56.0,2344,46,Mobile_Bus,0
40.0,A-,28.0,6.0,4605,90,Mobile_Bus,0
36.0,A-,13.0,6.0,7193,6,Mobile_Bus,1
48.0,AB+,12.0,59.0,7846,37,Mobile_Bus,0
35.0,AB-,1.0,57.0,12376,75,Hospital,0
57.0,A-,28.0,,14424,95,Hospital,1
20.0,AB+,27.0,14.0,6321,18,Clinic,1
20.0,O-,21.0,10.0,11606,60,Mobile_Bus,1
41.0,B-,22.0,36.0,7670,63,Clinic,0
33.0,O-,11.0,45.0,13636,20,Hospital,1
29.0,O-,20.0,56.0,559,18,Clinic,0
22.0,A+,,53.0,11246,33,Clinic,1
,O+,16.0,42.0,12126,41,Mobile_Bus,0
29.0,B+,20.0,9.0,11626,89,Hospital,0
19.0,AB+,18.0,39.0,8386,72,Hospital,1
36.0,O+,16.0,37.0,4378,24,Hospital,0
150.0,O+,3.0,33.0,6990,76,Clinic,0
25.0,O+,27.0,18.0,6813,87,Hospital,1
32.0,O-,21.0,38.0,7131,84,Mobile_Bus,1
39.0,AB-,,55.0,14534,84,Mobile_Bus,1
48.0,AB-,10.0,23.0,9395,61,Clinic,1
57.0,B+,10.0,51.0,4244,64,Clinic,1
30.0,O+,15.0,44.0,11476,13,Hospital,0
52.0,B+,19.0,43.0,8795,32,Mobile_Bus,0
,O-,12.0,49.0,1806,82,Hospital,0
48.0,B-,3.0,21.0,7569,3,Mobile_Bus,0
23.0,O-,25.0,47.0,5778,34,Mobile_Bus,0
55.0,O+,5.0,6.0,14685,23,Mobile_Bus,1
29.0,O+,23.0,29.0,9499,12,Mobile_Bus,0
38.0,B+,3.0,22.0,7306,89,Hospital,1
32.0,B+,14.0,20.0,9479,31,Hospital,0
,AB+,13.0,40.0,8715,16,Hospital,1
42.0,B+,26.0,40.0,8078,22,Clinic,1
47.0,A-,3.0,55.0,12022,1,Hospital,1
43.0,B-,5.0,58.0,5257,17,Hospital,1
45.0,B+,10.0,8.0,11977,77,Mobile_Bus,0
35.0,O-,12.0,43.0,7987,99,Hospital,1
55.0,B+,7.0,54.0,6436,96,Mobile_Bus,1
,AB+,29.0,,5361,95,Clinic,0
57.0,A-,14.0,43.0,9727,67,Mobile_Bus,1
57.0,B+,17.0,53.0,1046,20,Clinic,1
26.0,B+,16.0,10.0,10538,17,Mobile_Bus,1
43.0,AB-,21.0,14.0,10470,12,Clinic,0
22.0,A+,28.0,7.0,6956,93,Clinic,0
26.0,A+,8.0,30.0,4333,5,Hospital,1
26.0,O-,12.0,34.0,5433,54,Mobile_Bus,0
30.0,B+,10.0,27.0,5086,1,Mobile_Bus,1
41.0,AB+,18.0,,13262,30,Hospital,0
28.0,B-,13.0,43.0,11224,28,Clinic,0
18.0,AB-,29.0,2.0,4763,30,Mobile_Bus,1
56.0,O+,7.0,34.0,13877,23,Mobile_Bus,1
52.0,AB-,24.0,2.0,12636,16,Hospital,1
22.0,AB-,17.0,19.0,11724,95,Mobile_Bus,1
61.0,O-,,50.0,6357,44,Hospital,0
38.0,O+,24.0,24.0,2599,39,Hospital,0
48.0,A+,1.0,44.0,463,15,Hospital,0
62.0,A-,27.0,10.0,13442,20,Mobile_Bus,0
27.0,A-,12.0,19.0,2500,48,Hospital,1
36.0,A-,2.0,44.0,2816,61,Hospital,1
21.0,O+,26.0,28.0,5779,46,Mobile_Bus,0
37.0,A-,27.0,55.0,2851,80,Hospital,1
31.0,B-,23.0,40.0,8127,17,Mobile_Bus,0
32.0,B-,20.0,53.0,11225,48,Hospital,1
37.0,O-,19.0,28.0,987,30,Hospital,0
59.0,B-,25.0,1.0,9716,60,Clinic,0
54.0,B-,8.0,11.0,8037,94,Clinic,1
61.0,O-,,54.0,4554,5,Clinic,1
34.0,O+,11.0,11.0,8656,5,Clinic,1
40.0,O-,6.0,31.0,13949,68,Hospital,1
,B+,4.0,6.0,4920,6,Hospital,0
34.0,AB+,14.0,47.0,12518,98,Mobile_Bus,0
23.0,O+,6.0,6.0,1716,66,Mobile_Bus,0
39.0,B-,26.0,,11055,44,Mobile_Bus,0
23.0,O-,18.0,5.0,13751,90,Mobile_Bus,0
50.0,AB-,12.0,20.0,2233,70,Mobile_Bus,1
50.0,O+,24.0,45.0,12491,9,Clinic,0
53.0,O-,11.0,45.0,5212,9,Mobile_Bus,1
,A-,3.0,9.0,5127,48,Hospital,1
53.0,AB-,26.0,53.0,2350,88,Mobile_Bus,0
61.0,A-,6.0,55.0,9258,65,Clinic,0
39.0,A-,,7.0,2853,92,Mobile_Bus,1
61.0,O-,23.0,40.0,9391,77,Clinic,0
48.0,AB-,7.0,40.0,8952,28,Hospital,0
24.0,A-,28.0,40.0,7866,73,Hospital,1
,B-,1.0,51.0,485,65,Mobile_Bus,1
150.0,O+,7.0,20.0,11658,77,Mobile_Bus,1
,B+,27.0,1.0,7643,4,Hospital,0
25.0,B-,8.0,59.0,11727,39,Mobile_Bus,0
52.0,A+,5.0,50.0,3439,88,Hospital,0
55.0,O+,22.0,28.0,10049,26,Hospital,0
21.0,AB-,20.0,,8700,75,Clinic,1
54.0,B+,6.0,38.0,6616,24,Clinic,1
24.0,A-,20.0,55.0,4206,77,Hospital,0
42.0,A+,9.0,16.0,4900,52,Mobile_Bus,1
30.0,B-,12.0,9.0,2127,18,Mobile_Bus,1
53.0,B+,11.0,42.0,10535,56,Mobile_Bus,1
57.0,AB+,3.0,43.0,11084,27,Hospital,1
40.0,B+,2.0,46.0,3283,68,Mobile_Bus,0
64.0,AB-,3.0,2.0,13090,40,Clinic,1
,B+,,,6914,45,Clinic,1
46.0,B-,15.0,24.0,4438,85,Mobile_Bus,0
,AB+,10.0,16.0,5791,71,Mobile_Bus,1
35.0,O-,26.0,,4272,50,Hospital,1
61.0,A-,26.0,49.0,5242,64,Mobile_Bus,0
53.0,B-,6.0,17.0,11763,41,Hospital,0
30.0,O-,4.0,13.0,5951,9,Mobile_Bus,1
29.0,AB-,20.0,13.0,4001,88,Hospital,0
28.0,B-,9.0,,8191,80,Hospital,0
19.0,A+,20.0,26.0,461,71,Hospital,1
51.0,O+,9.0,21.0,2231,28,Hospital,0
54.0,B+,26.0,52.0,7491,72,Mobile_Bus,1
64.0,B+,28.0,33.0,12662,68,Mobile_Bus,0
,B+,26.0,,3145,97,Mobile_Bus,0
55.0,O+,12.0,10.0,6244,66,Mobile_Bus,1
47.0,A+,15.0,14.0,4806,74,Mobile_Bus,1
51.0,A-,9.0,28.0,13076,95,Mobile_Bus,1
46.0,O+,16.0,44.0,14452,98,Clinic,1
49.0,A+,22.0,34.0,9660,5,Mobile_Bus,0
39.0,O+,8.0,17.0,8132,88,Hospital,1
26.0,O+,23.0,7.0,13109,25,Mobile_Bus,1
57.0,A-,5.0,40.0,3480,16,Hospital,1
46.0,B+,22.0,9.0,12742,35,Clinic,0
34.0,O+,12.0,18.0,10907,35,Hospital,0
150.0,A-,19.0,14.0,10114,94,Hospital,0
38.0,AB-,11.0,46.0,558,75,Hospital,1
63.0,B+,15.0,3.0,9104,55,Clinic,0
,B+,6.0,8.0,3066,24,Mobile_Bus,0
30.0,A-,19.0,52.0,12127,87,Clinic,1
55.0,B+,22.0,45.0,999999,23,Mobile_Bus,1
18.0,AB-,5.0,,6329,36,Hospital,1
37.0,O-,23.0,6.0,7959,21,Mobile_Bus,0
18.0,A+,28.0,39.0,11002,30,Clinic,1
64.0,O-,16.0,36.0,9727,67,Mobile_Bus,1
150.0,B+,,23.0,5344,76,Mobile_Bus,1
47.0,O-,9.0,29.0,2332,13,Hospital,1
60.0,AB+,28.0,52.0,4255,1,Hospital,1
55.0,O+,29.0,30.0,3407,86,Hospital,0
30.0,AB+,11.0,3.0,6078,62,Mobile_Bus,1
50.0,AB-,8.0,14.0,551,71,Clinic,0
18.0,O-,7.0,8.0,9375,25,Hospital,1
33.0,A+,20.0,15.0,9938,45,Mobile_Bus,0
60.0,AB+,15.0,20.0,11490,60,Clinic,1
,AB-,,32.0,8773,77,Clinic,0
61.0,B-,12.0,4.0,6537,10,Clinic,1
61.0,B+,24.0,16.0,12290,23,Mobile_Bus,0
56.0,A-,19.0,35.0,9958,62,Clinic,0
52.0,A+,28.0,13.0,2392,26,Hospital,0
33.0,AB+,13.0,23.0,10951,42,Hospital,0
45.0,AB+,3.0,50.0,4287,82,Mobile_Bus,0
53.0,AB-,21.0,54.0,11294,75,Clinic,0
49.0,B+,19.0,41.0,4796,18,Mobile_Bus,0
,O+,7.0,8.0,9792,93,Mobile_Bus,0
37.0,B-,6.0,8.0,10476,40,Mobile_Bus,0
31.0,A+,11.0,12.0,12508,84,Mobile_Bus,0
31.0,A-,8.0,15.0,4537,29,Mobile_Bus,1
60.0,B+,21.0,,12306,94,Hospital,1
35.0,AB-,20.0,43.0,13814,18,Hospital,0
42.0,A+,28.0,25.0,1992,28,Hospital,0
22.0,B+,20.0,6.0,10489,79,Mobile_Bus,0
